customer_id,segment,city,district
C-29477,Seg A,Afula,North
C-29478,Seg A,Ashkelon,South
C-29479,Seg C,Hadera,Haifa
C-29480,Seg B,Kiryat Ata,Haifa
C-29481,Seg A,Tel Aviv,Center
C-29482,Seg C,Beit Shemesh,Jerusalem
C-29483,Seg B,Karmiel,North
C-29484,Seg C,Nazareth,North
C-29485,Seg A,Kiryat Ata,Haifa
C-29486,Seg C,Kiryat Ata,Haifa
C-29487,Seg B,Rishon LeZion,Center
C-29488,Seg B,Netanya,Center
C-29489,Seg B,Tiberias,North
C-29490,Seg A,Hadera,Haifa
C-29491,Seg C,Kiryat Ata,Haifa
C-29492,Seg A,Tel Aviv,Center
C-29493,Seg A,Akko,North
C-29494,Seg B,Herzliya,Center
C-29495,Seg C,Afula,North
C-29496,Seg C,Dimona,South
C-29497,Seg B,Hadera,Haifa
C-29498,Seg A,Holon,Center
C-29499,Seg C,Nesher,Haifa
C-29500,Seg B,Nesher,Haifa
C-29501,Seg C,Netanya,Center
C-29502,Seg C,Ashkelon,South
C-29503,Seg B,Ramat Gan,Center
C-29504,Seg B,Rishon LeZion,Center
C-29505,Seg D,Holon,Center
C-29506,Seg B,Netanya,Center
C-29507,Seg D,Eilat,South
C-29508,Seg A,Beer Sheva,South
C-29509,Seg A,Beer Sheva,South
C-29510,Seg B,Mevaseret Zion,Jerusalem
C-29511,Seg C,Ashdod,South
C-29512,Seg A,Petah Tikva,Center
C-29513,Seg D,Haifa,Haifa
C-29514,Seg C,Herzliya,Center
C-29515,Seg B,Petah Tikva,Center
C-29516,Seg A,Eilat,South
C-29517,Seg A,Rishon LeZion,Center
C-29518,Seg B,Jerusalem,Jerusalem
C-29519,Seg B,Akko,North
C-29520,Seg C,Karmiel,North
C-29521,Seg B,Ramat Gan,Center
C-29522,Seg A,Ashkelon,South
C-29523,Seg A,Nazareth,North
C-29524,Seg A,Petah Tikva,Center
C-29525,Seg A,Nesher,Haifa
C-29526,Seg C,Netanya,Center
C-29527,Seg B,Dimona,South
C-29528,Seg A,Petah Tikva,Center
C-29529,Seg A,Jerusalem,Jerusalem
C-29530,Seg C,Karmiel,North
C-29531,Seg C,Netanya,Center
C-29532,Seg A,Akko,North
C-29533,Seg B,Haifa,Haifa
C-29534,Seg B,Akko,North
C-29535,Seg A,Beer Sheva,South
C-29536,Seg C,Akko,North
C-29537,Seg B,Haifa,Haifa
C-29538,Seg B,Netanya,Center
C-29539,Seg A,Eilat,South
C-29540,Seg B,Nazareth,North
C-29541,Seg B,Petah Tikva,Center
C-29542,Seg A,Akko,North
C-29543,Seg B,Holon,Center
C-29544,Seg A,Karmiel,North
C-29545,Seg B,Herzliya,Center
C-29546,Seg D,Nesher,Haifa
C-29547,Seg A,Ashdod,South
C-29548,Seg B,Rishon LeZion,Center
C-29549,Seg C,Holon,Center
C-29550,Seg D,Ramat Gan,Center
C-29551,Seg A,Netanya,Center
C-29552,Seg A,Karmiel,North
C-29553,Seg B,Herzliya,Center
C-29554,Seg C,Tel Aviv,Center
C-29555,Seg A,Haifa,Haifa
C-29556,Seg B,Beit Shemesh,Jerusalem
C-29557,Seg A,Jerusalem,Jerusalem
C-29558,Seg A,Eilat,South
C-29559,Seg A,Holon,Center
C-29560,Seg B,Ramat Gan,Center
C-29561,Seg A,Kiryat Ata,Haifa
C-29562,Seg C,Rishon LeZion,Center
C-29563,Seg A,Ashkelon,South
C-29564,Seg B,Rishon LeZion,Center
C-29565,Seg C,Herzliya,Center
C-29566,Seg D,Beit Shemesh,Jerusalem
C-29567,Seg A,Tiberias,North
C-29568,Seg B,Tel Aviv,Center
C-29569,Seg A,Kiryat Ata,Haifa
C-29570,Seg B,Ramat Gan,Center
C-29571,Seg A,Petah Tikva,Center
C-29572,Seg A,Petah Tikva,Center
C-29573,Seg A,Dimona,South
C-29574,Seg C,Ramat Gan,Center
C-29575,Seg A,Holon,Center
C-29576,Seg A,Afula,North
C-29577,Seg C,Hadera,Haifa
C-29578,Seg A,Tiberias,North
C-29579,Seg B,Petah Tikva,Center
C-29580,Seg A,Rishon LeZion,Center
C-29581,Seg A,Beit Shemesh,Jerusalem
C-29582,Seg D,Nesher,Haifa
C-29583,Seg B,Kiryat Ata,Haifa
C-29584,Seg B,Nazareth,North
C-29585,Seg B,Eilat,South
C-29586,Seg C,Tiberias,North
C-29587,Seg A,Ashdod,South
C-29588,Seg B,Netanya,Center
C-29589,Seg D,Tel Aviv,Center
C-29590,Seg B,Dimona,South
C-29591,Seg A,Kiryat Ata,Haifa
C-29592,Seg A,Beer Sheva,South
C-29593,Seg B,Mevaseret Zion,Jerusalem
C-29594,Seg A,Herzliya,Center
C-29595,Seg A,Hadera,Haifa
C-29596,Seg D,Herzliya,Center
C-29597,Seg A,Eilat,South
C-29598,Seg A,Beer Sheva,South
C-29599,Seg C,Hadera,Haifa
C-29600,Seg B,Petah Tikva,Center
C-29601,Seg A,Kiryat Ata,Haifa
C-29602,Seg C,Haifa,Haifa
C-29603,Seg B,Ramat Gan,Center
C-29604,Seg A,Petah Tikva,Center
C-29605,Seg A,Eilat,South
C-29606,Seg D,Rishon LeZion,Center
C-29607,Seg A,Herzliya,Center
C-29608,Seg C,Haifa,Haifa
C-29609,Seg A,Petah Tikva,Center
C-29610,Seg A,Haifa,Haifa
C-29611,Seg A,Herzliya,Center
C-29612,Seg C,Tiberias,North
C-29613,Seg C,Rishon LeZion,Center
C-29614,Seg A,Petah Tikva,Center
C-29615,Seg A,Karmiel,North
C-29616,Seg B,Nesher,Haifa
C-29617,Seg B,Nazareth,North
C-29618,Seg B,Rishon LeZion,Center
C-29619,Seg B,Karmiel,North
C-29620,Seg B,Karmiel,North
C-29621,Seg B,Rishon LeZion,Center
C-29622,Seg A,Nesher,Haifa
C-29623,Seg A,Herzliya,Center
C-29624,Seg A,Akko,North
C-29625,Seg A,Nazareth,North
C-29626,Seg A,Haifa,Haifa
C-29627,Seg A,Hadera,Haifa
C-29628,Seg A,Haifa,Haifa
C-29629,Seg C,Ashdod,South
C-29630,Seg A,Rishon LeZion,Center
C-29631,Seg D,Ramat Gan,Center
C-29632,Seg A,Mevaseret Zion,Jerusalem
C-29633,Seg A,Herzliya,Center
C-29634,Seg D,Beit Shemesh,Jerusalem
C-29635,Seg A,Haifa,Haifa
C-29636,Seg A,Nesher,Haifa
C-29637,Seg B,Nesher,Haifa
C-29638,Seg A,Petah Tikva,Center
C-29639,Seg A,Jerusalem,Jerusalem
C-29640,Seg A,Ramat Gan,Center
C-29641,Seg D,Kiryat Ata,Haifa
C-29642,Seg B,Karmiel,North
C-29643,Seg C,Jerusalem,Jerusalem
C-29644,Seg A,Beit Shemesh,Jerusalem
C-29645,Seg C,Nesher,Haifa
C-29646,Seg B,Eilat,South
C-29647,Seg B,Beit Shemesh,Jerusalem
C-29648,Seg B,Tiberias,North
C-29649,Seg B,Tel Aviv,Center
C-29650,Seg C,Ramat Gan,Center
C-29651,Seg A,Rishon LeZion,Center
C-29652,Seg D,Rishon LeZion,Center
C-29653,Seg A,Beer Sheva,South
C-29654,Seg C,Mevaseret Zion,Jerusalem
C-29655,Seg B,Holon,Center
C-29656,Seg A,Jerusalem,Jerusalem
C-29657,Seg B,Jerusalem,Jerusalem
C-29658,Seg B,Jerusalem,Jerusalem
C-29659,Seg B,Holon,Center
C-29660,Seg C,Haifa,Haifa
C-29661,Seg B,Beer Sheva,South
C-29662,Seg B,Netanya,Center
C-29663,Seg A,Petah Tikva,Center
C-29664,Seg A,Petah Tikva,Center
C-29665,Seg A,Herzliya,Center
C-29666,Seg C,Netanya,Center
C-29667,Seg A,Rishon LeZion,Center
C-29668,Seg D,Mevaseret Zion,Jerusalem
C-29669,Seg A,Akko,North
C-29670,Seg B,Akko,North
C-29671,Seg B,Haifa,Haifa
C-29672,Seg D,Herzliya,Center
C-29673,Seg A,Petah Tikva,Center
C-29674,Seg B,Holon,Center
C-29675,Seg B,Jerusalem,Jerusalem
C-29676,Seg A,Tel Aviv,Center
C-29677,Seg A,Jerusalem,Jerusalem
C-29678,Seg A,Tel Aviv,Center
C-29679,Seg A,Tel Aviv,Center
C-29680,Seg B,Karmiel,North
C-29681,Seg C,Tel Aviv,Center
C-29682,Seg C,Akko,North
C-29683,Seg C,Petah Tikva,Center
C-29684,Seg C,Akko,North
C-29685,Seg B,Tiberias,North
C-29686,Seg B,Jerusalem,Jerusalem
C-29687,Seg B,Herzliya,Center
C-29688,Seg B,Tel Aviv,Center
C-29689,Seg B,Jerusalem,Jerusalem
C-29690,Seg A,Dimona,South
C-29691,Seg A,Nazareth,North
C-29692,Seg A,Holon,Center
C-29693,Seg B,Rishon LeZion,Center
C-29694,Seg C,Beer Sheva,South
C-29695,Seg A,Tel Aviv,Center
C-29696,Seg A,Haifa,Haifa
C-29697,Seg B,Nesher,Haifa
C-29698,Seg A,Beer Sheva,South
C-29699,Seg B,Mevaseret Zion,Jerusalem
C-29700,Seg B,Beit Shemesh,Jerusalem
C-29701,Seg C,Eilat,South
C-29702,Seg A,Herzliya,Center
C-29703,Seg B,Herzliya,Center
C-29704,Seg B,Tiberias,North
C-29705,Seg C,Herzliya,Center
C-29706,Seg B,Kiryat Ata,Haifa
C-29707,Seg A,Herzliya,Center
C-29708,Seg B,Ramat Gan,Center
C-29709,Seg A,Holon,Center
C-29710,Seg A,Beit Shemesh,Jerusalem
C-29711,Seg A,Mevaseret Zion,Jerusalem
C-29712,Seg A,Tel Aviv,Center
C-29713,Seg A,Holon,Center
C-29714,Seg B,Jerusalem,Jerusalem
C-29715,Seg C,Ashdod,South
C-29716,Seg C,Holon,Center
C-29717,Seg C,Karmiel,North
C-29718,Seg C,Petah Tikva,Center
C-29719,Seg A,Rishon LeZion,Center
C-29720,Seg B,Karmiel,North
C-29721,Seg D,Karmiel,North
C-29722,Seg A,Hadera,Haifa
C-29723,Seg A,Ashkelon,South
C-29724,Seg A,Tel Aviv,Center
C-29725,Seg A,Ramat Gan,Center
C-29726,Seg B,Akko,North
C-29727,Seg A,Ashkelon,South
C-29728,Seg B,Petah Tikva,Center
C-29729,Seg B,Akko,North
C-29730,Seg C,Dimona,South
C-29731,Seg A,Tiberias,North
C-29732,Seg A,Akko,North
C-29733,Seg B,Mevaseret Zion,Jerusalem
C-29734,Seg D,Tel Aviv,Center
C-29735,Seg B,Herzliya,Center
C-29736,Seg C,Herzliya,Center
C-29737,Seg A,Mevaseret Zion,Jerusalem
C-29738,Seg B,Petah Tikva,Center
C-29739,Seg B,Rishon LeZion,Center
C-29740,Seg D,Holon,Center
C-29741,Seg D,Beit Shemesh,Jerusalem
C-29742,Seg B,Netanya,Center
C-29743,Seg B,Ramat Gan,Center
C-29744,Seg B,Dimona,South
C-29745,Seg B,Beit Shemesh,Jerusalem
C-29746,Seg B,Herzliya,Center
C-29747,Seg B,Kiryat Ata,Haifa
C-29748,Seg B,Petah Tikva,Center
C-29749,Seg A,Jerusalem,Jerusalem
C-29750,Seg A,Beit Shemesh,Jerusalem
C-29751,Seg C,Jerusalem,Jerusalem
C-29752,Seg A,Hadera,Haifa
C-29753,Seg A,Karmiel,North
C-29754,Seg D,Eilat,South
C-29755,Seg A,Herzliya,Center
C-29756,Seg C,Nesher,Haifa
C-29757,Seg B,Netanya,Center
C-29758,Seg A,Tel Aviv,Center
C-29759,Seg D,Ramat Gan,Center
C-29760,Seg B,Dimona,South
C-29761,Seg B,Afula,North
C-29762,Seg B,Mevaseret Zion,Jerusalem
C-29763,Seg B,Ashdod,South
C-29764,Seg A,Petah Tikva,Center
C-29765,Seg D,Beit Shemesh,Jerusalem
C-29766,Seg B,Herzliya,Center
C-29767,Seg B,Ramat Gan,Center
C-29768,Seg B,Rishon LeZion,Center
C-29769,Seg A,Netanya,Center
C-29770,Seg A,Nazareth,North
C-29771,Seg A,Haifa,Haifa
C-29772,Seg A,Netanya,Center
C-29773,Seg B,Netanya,Center
C-29774,Seg A,Ramat Gan,Center
C-29775,Seg C,Mevaseret Zion,Jerusalem
C-29776,Seg A,Karmiel,North
C-29777,Seg C,Ramat Gan,Center
C-29778,Seg A,Tel Aviv,Center
C-29779,Seg A,Petah Tikva,Center
C-29780,Seg B,Ashkelon,South
C-29781,Seg B,Beer Sheva,South
C-29782,Seg C,Herzliya,Center
C-29783,Seg C,Haifa,Haifa
C-29784,Seg C,Tel Aviv,Center
C-29785,Seg B,Haifa,Haifa
C-29786,Seg B,Herzliya,Center
C-29787,Seg B,Akko,North
C-29788,Seg A,Mevaseret Zion,Jerusalem
C-29789,Seg C,Ashdod,South
C-29790,Seg A,Netanya,Center
C-29791,Seg B,Tel Aviv,Center
C-29792,Seg B,Mevaseret Zion,Jerusalem
C-29793,Seg B,Afula,North
C-29794,Seg B,Kiryat Ata,Haifa
C-29795,Seg A,Rishon LeZion,Center
C-29796,Seg A,Herzliya,Center
C-29797,Seg B,Jerusalem,Jerusalem
C-29798,Seg A,Jerusalem,Jerusalem
C-29799,Seg A,Karmiel,North
C-29800,Seg A,Holon,Center
C-29801,Seg B,Tiberias,North
C-29802,Seg B,Petah Tikva,Center
C-29803,Seg D,Mevaseret Zion,Jerusalem
C-29804,Seg D,Holon,Center
C-29805,Seg A,Beit Shemesh,Jerusalem
C-29806,Seg C,Mevaseret Zion,Jerusalem
C-29807,Seg A,Afula,North
C-29808,Seg B,Herzliya,Center
C-29809,Seg D,Karmiel,North
C-29810,Seg B,Tiberias,North
C-29811,Seg A,Akko,North
C-29812,Seg B,Jerusalem,Jerusalem
C-29813,Seg A,Nazareth,North
C-29814,Seg A,Ramat Gan,Center
C-29815,Seg A,Netanya,Center
C-29816,Seg D,Petah Tikva,Center
C-29817,Seg B,Beer Sheva,South
C-29818,Seg C,Hadera,Haifa
C-29819,Seg D,Herzliya,Center
C-29820,Seg B,Afula,North
C-29821,Seg A,Haifa,Haifa
C-29822,Seg C,Nesher,Haifa
C-29823,Seg A,Kiryat Ata,Haifa
C-29824,Seg C,Nazareth,North
C-29825,Seg A,Mevaseret Zion,Jerusalem
C-29826,Seg A,Nazareth,North
C-29827,Seg A,Dimona,South
C-29828,Seg A,Hadera,Haifa
C-29829,Seg B,Herzliya,Center
C-29830,Seg B,Netanya,Center
C-29831,Seg B,Haifa,Haifa
C-29832,Seg C,Mevaseret Zion,Jerusalem
C-29833,Seg B,Haifa,Haifa
C-29834,Seg A,Holon,Center
C-29835,Seg B,Herzliya,Center
C-29836,Seg A,Karmiel,North
C-29837,Seg B,Mevaseret Zion,Jerusalem
C-29838,Seg A,Haifa,Haifa
C-29839,Seg B,Holon,Center
C-29840,Seg C,Mevaseret Zion,Jerusalem
C-29841,Seg D,Netanya,Center
C-29842,Seg C,Rishon LeZion,Center
C-29843,Seg C,Ashkelon,South
C-29844,Seg A,Hadera,Haifa
C-29845,Seg A,Ashdod,South
C-29846,Seg A,Ramat Gan,Center
C-29847,Seg A,Ashkelon,South
C-29848,Seg B,Hadera,Haifa
C-29849,Seg B,Eilat,South
C-29850,Seg A,Kiryat Ata,Haifa
C-29851,Seg B,Karmiel,North
C-29852,Seg A,Nesher,Haifa
C-29853,Seg B,Nesher,Haifa
C-29854,Seg A,Nesher,Haifa
C-29855,Seg D,Herzliya,Center
C-29856,Seg B,Hadera,Haifa
C-29857,Seg C,Herzliya,Center
C-29858,Seg A,Nazareth,North
C-29859,Seg D,Beit Shemesh,Jerusalem
C-29860,Seg A,Kiryat Ata,Haifa
C-29861,Seg C,Nazareth,North
C-29862,Seg A,Dimona,South
C-29863,Seg C,Ramat Gan,Center
C-29864,Seg A,Karmiel,North
C-29865,Seg A,Akko,North
C-29866,Seg B,Haifa,Haifa
C-29867,Seg C,Rishon LeZion,Center
C-29868,Seg B,Tel Aviv,Center
C-29869,Seg A,Holon,Center
C-29870,Seg B,Beit Shemesh,Jerusalem
C-29871,Seg A,Beit Shemesh,Jerusalem
C-29872,Seg C,Petah Tikva,Center
C-29873,Seg A,Jerusalem,Jerusalem
C-29874,Seg B,Afula,North
C-29875,Seg B,Nazareth,North
C-29876,Seg A,Dimona,South
C-29877,Seg A,Netanya,Center
C-29878,Seg A,Hadera,Haifa
C-29879,Seg A,Rishon LeZion,Center
C-29880,Seg B,Holon,Center
C-29881,Seg C,Kiryat Ata,Haifa
C-29882,Seg C,Tiberias,North
C-29883,Seg C,Ashdod,South
C-29884,Seg B,Netanya,Center
C-29885,Seg A,Ashkelon,South
C-29886,Seg A,Karmiel,North
C-29887,Seg A,Rishon LeZion,Center
C-29888,Seg D,Nazareth,North
C-29889,Seg A,Ramat Gan,Center
C-29890,Seg D,Rishon LeZion,Center
C-29891,Seg B,Beit Shemesh,Jerusalem
C-29892,Seg A,Petah Tikva,Center
C-29893,Seg A,Haifa,Haifa
C-29894,Seg A,Netanya,Center
C-29895,Seg B,Afula,North
C-29896,Seg A,Herzliya,Center
C-29897,Seg B,Mevaseret Zion,Jerusalem
C-29898,Seg A,Nesher,Haifa
C-29899,Seg A,Beit Shemesh,Jerusalem
C-29900,Seg D,Holon,Center
C-29901,Seg D,Netanya,Center
C-29902,Seg C,Afula,North
C-29903,Seg A,Mevaseret Zion,Jerusalem
C-29904,Seg A,Tiberias,North
C-29905,Seg B,Ramat Gan,Center
C-29906,Seg A,Beer Sheva,South
C-29907,Seg D,Netanya,Center
C-29908,Seg D,Holon,Center
C-29909,Seg A,Beer Sheva,South
C-29910,Seg C,Karmiel,North
C-29911,Seg D,Afula,North
C-29912,Seg A,Herzliya,Center
C-29913,Seg A,Nazareth,North
C-29914,Seg D,Mevaseret Zion,Jerusalem
C-29915,Seg C,Nazareth,North
C-29916,Seg C,Netanya,Center
C-29917,Seg B,Tel Aviv,Center
C-29918,Seg C,Kiryat Ata,Haifa
C-29919,Seg B,Dimona,South
C-29920,Seg A,Ramat Gan,Center
C-29921,Seg B,Tiberias,North
C-29922,Seg A,Kiryat Ata,Haifa
C-29923,Seg B,Akko,North
C-29924,Seg B,Afula,North
C-29925,Seg A,Mevaseret Zion,Jerusalem
C-29926,Seg C,Hadera,Haifa
C-29927,Seg D,Beer Sheva,South
C-29928,Seg A,Tel Aviv,Center
C-29929,Seg C,Beit Shemesh,Jerusalem
C-29930,Seg D,Ramat Gan,Center
C-29931,Seg B,Dimona,South
C-29932,Seg C,Akko,North
C-29933,Seg C,Netanya,Center
C-29934,Seg A,Ramat Gan,Center
C-29935,Seg A,Ramat Gan,Center
C-29936,Seg A,Afula,North
C-29937,Seg A,Nesher,Haifa
C-29938,Seg C,Tel Aviv,Center
C-29939,Seg C,Nesher,Haifa
C-29940,Seg C,Akko,North
C-29941,Seg A,Tiberias,North
C-29942,Seg B,Petah Tikva,Center
C-29943,Seg B,Holon,Center
C-29944,Seg B,Beit Shemesh,Jerusalem
C-29945,Seg B,Kiryat Ata,Haifa
C-29946,Seg C,Netanya,Center
C-29947,Seg B,Ramat Gan,Center
C-29948,Seg A,Hadera,Haifa
C-29949,Seg A,Beit Shemesh,Jerusalem
C-29950,Seg C,Beit Shemesh,Jerusalem
C-29951,Seg C,Netanya,Center
C-29952,Seg B,Karmiel,North
C-29953,Seg B,Nesher,Haifa
C-29954,Seg A,Herzliya,Center
C-29955,Seg A,Karmiel,North
C-29956,Seg D,Akko,North
C-29957,Seg C,Afula,North
C-29958,Seg B,Holon,Center
C-29959,Seg C,Ashkelon,South
C-29960,Seg D,Beit Shemesh,Jerusalem
C-29961,Seg A,Nesher,Haifa
C-29962,Seg A,Rishon LeZion,Center
C-29963,Seg C,Hadera,Haifa
C-29964,Seg B,Ashkelon,South
C-29965,Seg C,Petah Tikva,Center
C-29966,Seg A,Beer Sheva,South
C-29967,Seg A,Karmiel,North
C-29968,Seg D,Herzliya,Center
C-29969,Seg A,Jerusalem,Jerusalem
C-29970,Seg A,Rishon LeZion,Center
C-29971,Seg A,Akko,North
C-29972,Seg A,Nesher,Haifa
C-29973,Seg A,Ramat Gan,Center
C-29974,Seg A,Holon,Center
C-29975,Seg A,Ashkelon,South
C-29976,Seg B,Hadera,Haifa
C-29977,Seg A,Karmiel,North
C-29978,Seg A,Beit Shemesh,Jerusalem
C-29979,Seg B,Eilat,South
C-29980,Seg B,Herzliya,Center
C-29981,Seg B,Rishon LeZion,Center
C-29982,Seg C,Haifa,Haifa
C-29983,Seg B,Karmiel,North
C-29984,Seg B,Ashdod,South
C-29985,Seg A,Afula,North
C-29986,Seg A,Eilat,South
C-29987,Seg A,Akko,North
C-29988,Seg C,Netanya,Center
C-29989,Seg A,Mevaseret Zion,Jerusalem
C-29990,Seg A,Herzliya,Center
C-29991,Seg B,Ramat Gan,Center
C-29992,Seg A,Akko,North
C-29993,Seg B,Nesher,Haifa
C-29994,Seg D,Tel Aviv,Center
C-29995,Seg C,Netanya,Center
C-29996,Seg A,Ramat Gan,Center
C-29997,Seg A,Rishon LeZion,Center
C-29998,Seg A,Beit Shemesh,Jerusalem
C-29999,Seg A,Ramat Gan,Center
C-30000,Seg B,Ashdod,South
C-30001,Seg A,Holon,Center
C-30002,Seg A,Nazareth,North
C-30003,Seg A,Mevaseret Zion,Jerusalem
C-30004,Seg A,Jerusalem,Jerusalem
C-30005,Seg A,Petah Tikva,Center
C-30006,Seg C,Jerusalem,Jerusalem
C-30007,Seg C,Rishon LeZion,Center
C-30008,Seg C,Afula,North
C-30009,Seg D,Karmiel,North
C-30010,Seg B,Holon,Center
C-30011,Seg D,Hadera,Haifa
C-30012,Seg A,Kiryat Ata,Haifa
C-30013,Seg D,Ramat Gan,Center
C-30014,Seg A,Netanya,Center
C-30015,Seg D,Tel Aviv,Center
C-30016,Seg A,Afula,North
C-30017,Seg A,Rishon LeZion,Center
C-30018,Seg A,Holon,Center
C-30019,Seg C,Karmiel,North
C-30020,Seg A,Beit Shemesh,Jerusalem
C-30021,Seg C,Holon,Center
C-30022,Seg C,Ramat Gan,Center
C-30023,Seg A,Petah Tikva,Center
C-30024,Seg A,Petah Tikva,Center
C-30025,Seg A,Dimona,South
C-30026,Seg C,Tiberias,North
C-30027,Seg A,Tel Aviv,Center
C-30028,Seg B,Akko,North
C-30029,Seg A,Mevaseret Zion,Jerusalem
C-30030,Seg A,Herzliya,Center
C-30031,Seg C,Beit Shemesh,Jerusalem
C-30032,Seg C,Holon,Center
C-30033,Seg A,Tiberias,North
C-30034,Seg C,Ashdod,South
C-30035,Seg B,Karmiel,North
C-30036,Seg A,Kiryat Ata,Haifa
C-30037,Seg A,Beit Shemesh,Jerusalem
C-30038,Seg B,Mevaseret Zion,Jerusalem
C-30039,Seg C,Netanya,Center
C-30040,Seg A,Ashkelon,South
C-30041,Seg C,Afula,North
C-30042,Seg A,Holon,Center
C-30043,Seg A,Tiberias,North
C-30044,Seg A,Kiryat Ata,Haifa
C-30045,Seg B,Ramat Gan,Center
C-30046,Seg A,Tiberias,North
C-30047,Seg B,Karmiel,North
C-30048,Seg A,Eilat,South
C-30049,Seg B,Rishon LeZion,Center
C-30050,Seg B,Kiryat Ata,Haifa
C-30051,Seg B,Beer Sheva,South
C-30052,Seg B,Tel Aviv,Center
C-30053,Seg B,Ramat Gan,Center
C-30054,Seg B,Nazareth,North
C-30055,Seg A,Kiryat Ata,Haifa
C-30056,Seg B,Ashdod,South
C-30057,Seg A,Nesher,Haifa
C-30058,Seg C,Nazareth,North
C-30059,Seg D,Karmiel,North
C-30060,Seg C,Beit Shemesh,Jerusalem
C-30061,Seg A,Ramat Gan,Center
C-30062,Seg A,Beer Sheva,South
C-30063,Seg B,Netanya,Center
C-30064,Seg C,Beit Shemesh,Jerusalem
C-30065,Seg C,Herzliya,Center
C-30066,Seg A,Holon,Center
C-30067,Seg D,Beit Shemesh,Jerusalem
C-30068,Seg B,Tiberias,North
C-30069,Seg A,Beit Shemesh,Jerusalem
C-30070,Seg A,Ramat Gan,Center
C-30071,Seg A,Ramat Gan,Center
C-30072,Seg B,Tel Aviv,Center
C-30073,Seg A,Tel Aviv,Center
C-30074,Seg C,Ashdod,South
C-30075,Seg D,Herzliya,Center
C-30076,Seg A,Ashkelon,South
C-30077,Seg C,Afula,North
C-30078,Seg D,Beer Sheva,South
C-30079,Seg A,Tel Aviv,Center
C-30080,Seg A,Ramat Gan,Center
C-30081,Seg A,Afula,North
C-30082,Seg C,Eilat,South
C-30083,Seg C,Netanya,Center
C-30084,Seg B,Mevaseret Zion,Jerusalem
C-30085,Seg C,Eilat,South
C-30086,Seg A,Tel Aviv,Center
C-30087,Seg B,Herzliya,Center
C-30088,Seg A,Tiberias,North
C-30089,Seg B,Holon,Center
C-30090,Seg A,Tel Aviv,Center
C-30091,Seg B,Karmiel,North
C-30092,Seg A,Kiryat Ata,Haifa
C-30093,Seg C,Ramat Gan,Center
C-30094,Seg A,Hadera,Haifa
C-30095,Seg B,Dimona,South
C-30096,Seg D,Karmiel,North
C-30097,Seg A,Ashdod,South
C-30098,Seg A,Kiryat Ata,Haifa
C-30099,Seg A,Hadera,Haifa
C-30100,Seg C,Akko,North
C-30101,Seg A,Tel Aviv,Center
C-30102,Seg B,Petah Tikva,Center
C-30103,Seg C,Holon,Center
C-30104,Seg B,Beit Shemesh,Jerusalem
C-30105,Seg B,Eilat,South
C-30106,Seg B,Jerusalem,Jerusalem
C-30107,Seg D,Rishon LeZion,Center
C-30108,Seg A,Kiryat Ata,Haifa
C-30109,Seg A,Ashkelon,South
C-30110,Seg B,Nesher,Haifa
C-30111,Seg C,Nazareth,North
C-30112,Seg C,Rishon LeZion,Center
C-30113,Seg C,Ramat Gan,Center
C-30114,Seg C,Holon,Center
C-30115,Seg A,Nazareth,North
C-30116,Seg C,Hadera,Haifa
C-30117,Seg A,Petah Tikva,Center
C-30118,Seg D,Tiberias,North
C-30119,Seg B,Netanya,Center
C-30120,Seg B,Mevaseret Zion,Jerusalem
C-30121,Seg A,Beit Shemesh,Jerusalem
C-30122,Seg B,Hadera,Haifa
C-30123,Seg C,Tiberias,North
C-30124,Seg B,Ramat Gan,Center
C-30125,Seg D,Eilat,South
C-30126,Seg B,Nazareth,North
C-30127,Seg B,Ramat Gan,Center
C-30128,Seg D,Netanya,Center
C-30129,Seg A,Mevaseret Zion,Jerusalem
C-30130,Seg A,Afula,North
C-30131,Seg B,Mevaseret Zion,Jerusalem
C-30132,Seg A,Haifa,Haifa
C-30133,Seg B,Ramat Gan,Center
C-30134,Seg B,Holon,Center
C-30135,Seg D,Eilat,South
C-30136,Seg A,Tel Aviv,Center
C-30137,Seg B,Holon,Center
C-30138,Seg B,Holon,Center
C-30139,Seg B,Karmiel,North
C-30140,Seg A,Karmiel,North
C-30141,Seg A,Tiberias,North
C-30142,Seg A,Nesher,Haifa
C-30143,Seg D,Petah Tikva,Center
C-30144,Seg A,Mevaseret Zion,Jerusalem
C-30145,Seg D,Herzliya,Center
C-30146,Seg A,Nazareth,North
C-30147,Seg A,Ramat Gan,Center
C-30148,Seg B,Ashdod,South
C-30149,Seg C,Tel Aviv,Center
C-30150,Seg B,Afula,North
C-30151,Seg A,Afula,North
C-30152,Seg B,Petah Tikva,Center
C-30153,Seg B,Tiberias,North
C-30154,Seg B,Ramat Gan,Center
C-30155,Seg D,Petah Tikva,Center
C-30156,Seg C,Netanya,Center
C-30157,Seg B,Dimona,South
C-30158,Seg B,Hadera,Haifa
C-30159,Seg A,Nesher,Haifa
C-30160,Seg C,Petah Tikva,Center
C-30161,Seg A,Herzliya,Center
C-30162,Seg A,Karmiel,North
C-30163,Seg C,Kiryat Ata,Haifa
C-30164,Seg B,Ramat Gan,Center
C-30165,Seg B,Ashdod,South
C-30166,Seg A,Kiryat Ata,Haifa
C-30167,Seg B,Jerusalem,Jerusalem
C-30168,Seg B,Beer Sheva,South
C-30169,Seg B,Holon,Center
C-30170,Seg B,Afula,North
C-30171,Seg C,Haifa,Haifa
