subscriber_id,billing_month,billed_amount
S-66425,2024-09,54.95
S-66429,2024-09,49.0
S-66431,2024-09,69.0
S-66432,2024-09,69.0
S-66433,2024-09,31.0
S-66434,2024-09,55.0
S-66441,2024-09,55.0
S-66442,2024-09,55.0
S-66444,2024-09,36.12
S-66446,2024-09,35.0
S-66447,2024-09,51.0
S-66448,2024-09,35.0
S-66449,2024-09,68.33
S-66450,2024-09,55.0
S-66452,2024-09,109.0
S-66453,2024-09,31.0
S-66454,2024-09,69.0
S-66456,2024-09,35.0
S-66457,2024-09,45.0
S-66460,2024-09,39.0
S-66461,2024-09,52.0
S-66462,2024-09,35.0
S-66463,2024-09,69.0
S-66469,2024-09,5.5
S-66471,2024-09,55.0
S-66473,2024-09,52.64
S-66474,2024-09,42.08
S-66481,2024-09,85.95
S-66482,2024-09,42.0
S-66485,2024-09,39.0
S-66486,2024-09,17.8
S-66490,2024-09,42.14
S-66495,2024-09,39.0
S-66497,2024-09,69.0
S-66498,2024-09,92.81
S-66499,2024-09,55.0
S-66500,2024-09,55.0
S-66503,2024-09,49.0
S-66508,2024-09,49.0
S-66509,2024-09,30.0
S-66510,2024-09,39.0
S-66511,2024-09,35.0
S-66515,2024-09,34.58
S-66517,2024-09,60.3
S-66519,2024-09,55.0
S-66520,2024-09,55.0
S-66521,2024-09,35.0
S-66524,2024-09,35.0
S-66526,2024-09,35.0
S-66529,2024-09,24.54
S-66530,2024-09,69.0
S-66531,2024-09,69.0
S-66534,2024-09,34.0
S-66535,2024-09,79.0
S-66539,2024-09,55.0
S-66540,2024-09,89.0
S-66547,2024-09,42.0
S-66550,2024-09,39.0
S-66551,2024-09,35.0
S-66552,2024-09,39.0
S-66555,2024-09,69.0
S-66560,2024-09,55.0
S-66561,2024-09,69.0
S-66564,2024-09,69.0
S-66565,2024-09,35.0
S-66567,2024-09,39.0
S-66577,2024-09,89.0
S-66580,2024-09,41.11
S-66581,2024-09,89.0
S-66584,2024-09,3.67
S-66588,2024-09,26.0
S-66589,2024-09,89.0
S-66590,2024-09,42.0
S-66592,2024-09,55.0
S-66597,2024-09,55.0
S-66598,2024-09,69.0
S-66599,2024-09,55.0
S-66602,2024-09,39.88
S-66606,2024-09,37.0
S-66607,2024-09,98.61
S-66608,2024-09,35.0
S-66609,2024-09,39.97
S-66610,2024-09,89.0
S-66614,2024-09,89.0
S-66618,2024-09,55.0
S-66620,2024-09,5.79
S-66621,2024-09,74.24
S-66625,2024-09,41.0
S-66626,2024-09,39.0
S-66628,2024-09,75.65
S-66629,2024-09,58.65
S-66630,2024-09,37.4
S-66632,2024-09,74.1
S-66639,2024-09,69.0
S-66641,2024-09,53.15
S-66642,2024-09,49.0
S-66646,2024-09,43.83
S-66648,2024-09,43.76
S-66649,2024-09,69.0
S-66650,2024-09,45.0
S-66651,2024-09,55.0
S-66652,2024-09,89.0
S-66663,2024-09,42.0
S-66665,2024-09,39.0
S-66666,2024-09,89.0
S-66670,2024-09,43.64
S-66671,2024-09,68.23
S-66673,2024-09,9.8
S-66676,2024-09,86.34
S-66678,2024-09,47.57
S-66684,2024-09,42.0
S-66689,2024-09,69.0
S-66697,2024-09,50.34
S-66699,2024-09,51.67
S-66700,2024-09,3.5
S-66702,2024-09,87.86
S-66703,2024-09,55.0
S-66705,2024-09,51.0
S-66708,2024-09,40.83
S-66709,2024-09,45.2
S-66710,2024-09,52.0
S-66711,2024-09,83.0
S-66712,2024-09,55.0
S-66713,2024-09,79.0
S-66714,2024-09,79.0
S-66715,2024-09,69.0
S-66716,2024-09,89.0
S-66718,2024-09,55.0
S-66719,2024-09,49.0
S-66721,2024-09,66.0
S-66722,2024-09,89.0
S-66723,2024-09,55.0
S-66725,2024-09,69.0
S-66727,2024-09,36.33
S-66729,2024-09,76.4
S-66730,2024-09,52.0
S-66734,2024-09,46.75
S-66737,2024-09,89.0
S-66738,2024-09,53.49
S-66740,2024-09,82.84
S-66741,2024-09,39.0
S-66742,2024-09,105.25
S-66743,2024-09,28.0
S-66744,2024-09,39.0
S-66745,2024-09,72.19
S-66747,2024-09,42.29
S-66749,2024-09,39.0
S-66750,2024-09,39.0
S-66751,2024-09,89.0
S-66752,2024-09,32.0
S-66753,2024-09,40.79
S-66754,2024-09,55.0
S-66759,2024-09,6.9
S-66774,2024-09,79.0
S-66776,2024-09,29.17
S-66777,2024-09,39.0
S-66787,2024-09,46.0
S-66788,2024-09,42.0
S-66789,2024-09,27.71
S-66792,2024-09,69.0
S-66795,2024-09,51.33
S-66796,2024-09,32.0
S-66797,2024-09,35.0
S-66798,2024-09,89.0
S-66802,2024-09,18.2
S-66803,2024-09,89.0
S-66804,2024-09,69.0
S-66805,2024-09,89.0
S-66806,2024-09,35.0
S-66811,2024-09,35.0
S-66812,2024-09,49.0
S-66816,2024-09,40.06
S-66818,2024-09,89.0
S-66822,2024-09,109.0
S-66830,2024-09,68.97
S-66833,2024-09,42.41
S-66834,2024-09,89.0
S-66835,2024-09,49.0
S-66839,2024-09,30.0
S-66840,2024-09,35.0
S-66842,2024-09,66.7
S-66846,2024-09,55.0
S-66847,2024-09,39.0
S-66850,2024-09,89.0
S-66851,2024-09,39.0
S-66853,2024-09,83.0
S-66854,2024-09,31.0
S-66857,2024-09,51.0
S-66858,2024-09,69.0
S-66859,2024-09,42.0
S-66860,2024-09,69.0
S-66864,2024-09,35.0
S-66865,2024-09,57.0
S-66866,2024-09,55.0
S-66869,2024-09,42.0
S-66871,2024-09,62.3
S-66872,2024-09,39.0
S-66875,2024-09,39.0
S-66878,2024-09,35.0
S-66882,2024-09,96.42
S-66886,2024-09,73.35
S-66887,2024-09,55.0
S-66888,2024-09,45.31
S-66893,2024-09,49.0
S-66895,2024-09,41.64
S-66896,2024-09,59.31
S-66898,2024-09,54.3
S-66899,2024-09,39.0
S-66900,2024-09,39.0
S-66905,2024-09,53.47
S-66909,2024-09,44.0
S-66910,2024-09,49.0
S-66912,2024-09,79.0
S-66914,2024-09,89.0
S-66915,2024-09,39.0
S-66921,2024-09,69.0
S-66927,2024-09,57.0
S-66928,2024-09,41.13
S-66934,2024-09,89.0
S-66936,2024-09,42.0
S-66937,2024-09,79.0
S-66938,2024-09,83.06
S-66940,2024-09,59.82
S-66942,2024-09,89.0
S-66946,2024-09,63.0
S-66949,2024-09,42.0
S-66950,2024-09,33.0
S-66953,2024-09,31.95
S-66961,2024-09,89.0
S-66962,2024-09,70.86
S-66964,2024-09,69.0
S-66974,2024-09,92.42
S-66975,2024-09,89.0
S-66976,2024-09,50.3
S-66977,2024-09,89.0
S-66978,2024-09,32.0
S-66980,2024-09,52.56
S-66983,2024-09,55.0
S-66986,2024-09,70.85
S-66992,2024-09,58.37
S-66993,2024-09,69.0
S-66994,2024-09,35.0
S-66996,2024-09,32.75
S-66999,2024-09,17.4
S-67003,2024-09,69.0
S-67004,2024-09,39.0
S-67007,2024-09,57.63
S-67008,2024-09,49.0
S-67009,2024-09,37.0
S-67011,2024-09,46.0
S-67013,2024-09,27.88
S-67015,2024-09,32.0
S-67019,2024-09,69.0
S-67022,2024-09,69.0
S-67023,2024-09,13.8
S-67024,2024-09,13.0
S-67026,2024-09,89.0
S-67030,2024-09,3.9
S-67034,2024-09,75.46
S-67035,2024-09,30.0
S-67037,2024-09,55.68
S-67038,2024-09,74.87
S-67039,2024-09,27.57
S-67044,2024-09,39.0
S-67048,2024-09,30.0
S-67050,2024-09,48.99
S-67051,2024-09,69.0
S-67054,2024-09,43.27
S-67057,2024-09,39.0
S-67058,2024-09,49.0
S-67059,2024-09,39.0
S-67060,2024-09,49.56
S-67063,2024-09,45.42
S-67064,2024-09,79.0
S-67066,2024-09,42.0
S-67067,2024-09,70.56
S-67075,2024-09,30.0
S-67076,2024-09,55.0
S-67077,2024-09,69.0
S-67078,2024-09,34.06
S-67080,2024-09,1.47
S-67081,2024-09,69.0
S-67083,2024-09,97.59
S-67085,2024-09,68.6
S-67086,2024-09,95.54
S-67087,2024-09,39.0
S-67089,2024-09,79.0
S-67093,2024-09,89.0
S-67103,2024-09,35.0
S-67104,2024-09,52.0
S-67105,2024-09,35.0
S-67107,2024-09,36.65
S-67108,2024-09,69.0
S-67109,2024-09,41.0
S-67112,2024-09,55.0
S-67113,2024-09,46.0
S-67115,2024-09,31.0
S-67117,2024-09,51.0
S-67118,2024-09,69.0
S-67126,2024-09,39.0
S-67130,2024-09,89.0
S-67131,2024-09,69.0
S-67135,2024-09,79.0
S-67137,2024-09,35.0
S-67138,2024-09,89.0
S-67141,2024-09,34.0
S-67142,2024-09,69.0
S-67146,2024-09,42.95
S-67147,2024-09,69.0
S-67148,2024-09,55.0
S-67150,2024-09,43.22
S-67151,2024-09,44.0
S-67152,2024-09,8.17
S-67157,2024-09,46.11
S-67161,2024-09,69.0
S-67164,2024-09,28.9
S-67167,2024-09,55.0
S-67173,2024-09,51.55
S-67174,2024-09,47.68
S-67175,2024-09,96.27
S-67177,2024-09,42.0
S-67182,2024-09,45.0
S-67184,2024-09,52.9
S-67185,2024-09,42.0
S-67188,2024-09,55.0
S-67189,2024-09,93.23
S-67190,2024-09,69.0
S-67191,2024-09,42.0
S-67198,2024-09,55.0
S-67199,2024-09,35.0
S-67200,2024-09,45.95
S-67202,2024-09,89.0
S-67203,2024-09,89.0
S-67204,2024-09,40.09
S-67205,2024-09,89.0
S-67207,2024-09,42.0
S-67209,2024-09,69.0
S-67212,2024-09,55.15
S-67217,2024-09,74.12
S-67218,2024-09,66.0
S-67220,2024-09,69.0
S-67221,2024-09,71.84
S-67225,2024-09,35.0
S-67226,2024-09,41.0
S-67227,2024-09,50.38
S-67229,2024-09,79.0
S-67232,2024-09,69.0
S-67238,2024-09,37.0
S-67239,2024-09,35.0
S-67240,2024-09,39.0
S-67241,2024-09,89.0
S-67242,2024-09,45.0
S-67243,2024-09,25.93
S-67250,2024-09,55.0
S-67252,2024-09,55.0
S-67253,2024-09,35.0
S-67254,2024-09,69.0
S-67255,2024-09,49.01
S-67258,2024-09,41.0
S-67262,2024-09,35.0
S-67271,2024-09,35.0
S-67274,2024-09,66.0
S-67277,2024-09,41.15
S-67281,2024-09,42.0
S-67283,2024-09,35.0
S-67292,2024-09,45.47
S-67293,2024-09,69.0
S-67295,2024-09,63.0
S-67296,2024-09,69.0
S-67297,2024-09,72.82
S-67298,2024-09,39.0
S-67301,2024-09,83.0
S-67303,2024-09,66.0
S-67306,2024-09,58.87
S-67307,2024-09,56.64
S-67308,2024-09,48.46
S-67309,2024-09,55.0
S-67310,2024-09,69.0
S-67311,2024-09,34.77
S-67312,2024-09,14.22
S-67313,2024-09,8.17
S-67314,2024-09,89.0
S-67315,2024-09,69.0
S-67316,2024-09,58.78
S-67318,2024-09,39.0
S-67321,2024-09,80.4
S-67322,2024-09,44.11
S-67323,2024-09,78.13
S-67324,2024-09,55.0
S-67325,2024-09,49.0
S-67336,2024-09,69.0
S-67337,2024-09,79.96
S-67339,2024-09,69.0
S-67340,2024-09,55.39
S-67341,2024-09,69.0
S-67343,2024-09,55.0
S-67344,2024-09,41.59
S-67345,2024-09,39.0
S-67347,2024-09,55.0
S-67348,2024-09,83.0
S-67349,2024-09,89.0
S-67355,2024-09,68.96
S-67357,2024-09,89.0
S-67358,2024-09,96.32
S-67361,2024-09,89.0
S-67363,2024-09,41.11
S-67365,2024-09,39.0
S-67368,2024-09,25.59
S-67370,2024-09,79.0
S-67375,2024-09,129.0
S-67376,2024-09,102.41
S-67377,2024-09,39.0
S-67378,2024-09,74.36
S-67379,2024-09,69.0
S-67381,2024-09,50.43
S-67383,2024-09,72.47
S-67384,2024-09,100.67
S-67385,2024-09,83.0
S-67391,2024-09,38.27
S-67392,2024-09,41.15
S-67401,2024-09,89.0
S-67402,2024-09,41.37
S-67404,2024-09,53.0
S-67406,2024-09,59.31
S-67408,2024-09,89.0
S-67409,2024-09,55.0
S-67410,2024-09,39.75
S-67415,2024-09,88.4
S-67416,2024-09,89.0
S-67419,2024-09,89.0
S-67421,2024-09,70.22
S-67422,2024-09,35.65
S-67429,2024-09,39.0
S-67430,2024-09,45.0
S-67432,2024-09,57.05
S-67441,2024-09,74.47
S-67446,2024-09,39.0
S-67447,2024-09,66.0
S-67448,2024-09,33.43
S-67449,2024-09,51.67
S-67450,2024-09,30.0
S-67451,2024-09,79.0
S-67452,2024-09,55.64
S-67453,2024-09,39.0
S-67454,2024-09,69.0
S-67455,2024-09,49.0
S-67456,2024-09,55.0
S-67457,2024-09,42.0
S-67458,2024-09,35.0
S-67460,2024-09,68.47
S-67467,2024-09,109.0
S-67468,2024-09,69.0
S-67469,2024-09,49.0
S-67470,2024-09,51.98
S-67477,2024-09,31.17
S-67478,2024-09,42.0
S-67480,2024-09,49.0
S-67483,2024-09,10.2
S-67484,2024-09,39.0
S-67486,2024-09,69.0
S-67487,2024-09,55.0
S-67490,2024-09,69.0
S-67492,2024-09,41.04
S-67500,2024-09,55.0
S-67503,2024-09,45.0
S-67504,2024-09,35.83
S-67510,2024-09,55.0
S-67511,2024-09,62.44
S-67512,2024-09,42.0
S-67514,2024-09,39.0
S-67515,2024-09,69.0
S-67516,2024-09,35.0
S-67517,2024-09,45.0
S-67520,2024-09,59.6
S-67521,2024-09,55.0
S-67522,2024-09,45.0
S-67523,2024-09,31.0
S-67530,2024-09,89.87
S-67531,2024-09,39.0
S-67532,2024-09,39.33
S-67539,2024-09,35.7
S-67540,2024-09,33.0
S-67541,2024-09,91.53
S-67543,2024-09,55.0
S-67545,2024-09,55.0
S-67546,2024-09,54.24
S-67548,2024-09,41.22
S-67549,2024-09,52.46
S-67553,2024-09,42.0
S-67554,2024-09,72.75
S-67555,2024-09,46.75
S-67558,2024-09,21.7
S-67562,2024-09,55.0
S-67568,2024-09,99.82
S-67570,2024-09,87.0
S-67571,2024-09,69.0
S-67572,2024-09,55.0
S-67573,2024-09,109.0
S-67574,2024-09,129.0
S-67575,2024-09,59.04
S-67576,2024-09,34.0
S-67583,2024-09,79.0
S-67584,2024-09,52.25
S-67586,2024-09,69.0
S-67587,2024-09,35.73
S-67590,2024-09,49.0
S-67591,2024-09,72.71
S-67594,2024-09,48.16
S-67597,2024-09,89.0
S-67602,2024-09,55.0
S-67604,2024-09,28.05
S-67606,2024-09,28.05
S-67608,2024-09,69.0
S-67609,2024-09,49.0
S-67611,2024-09,69.0
S-67613,2024-09,69.0
S-67618,2024-09,66.7
S-67620,2024-09,65.29
S-67622,2024-09,53.36
S-67623,2024-09,34.0
S-67624,2024-09,35.0
S-67625,2024-09,79.0
S-67626,2024-09,55.0
S-67627,2024-09,35.0
S-67629,2024-09,57.0
S-67635,2024-09,69.0
S-67636,2024-09,57.0
S-67638,2024-09,42.0
S-67643,2024-09,43.27
S-67645,2024-09,55.0
S-67646,2024-09,31.0
S-67647,2024-09,49.89
S-67648,2024-09,42.0
S-67649,2024-09,57.72
S-67651,2024-09,89.0
S-67653,2024-09,86.71
S-67654,2024-09,79.0
S-67655,2024-09,42.0
S-67659,2024-09,36.16
S-67660,2024-09,39.0
S-67661,2024-09,69.0
S-67663,2024-09,69.0
S-67665,2024-09,38.58
S-67666,2024-09,36.31
S-67668,2024-09,87.41
S-67669,2024-09,31.0
S-67670,2024-09,89.0
S-67672,2024-09,48.0
S-67674,2024-09,69.0
S-67675,2024-09,46.0
S-67681,2024-09,51.69
S-67682,2024-09,35.0
S-67688,2024-09,69.0
S-67692,2024-09,37.43
S-67695,2024-09,39.0
S-67696,2024-09,39.0
S-67697,2024-09,39.0
S-67700,2024-09,52.76
S-67708,2024-09,39.0
S-67716,2024-09,55.47
S-67719,2024-09,109.0
S-67720,2024-09,69.0
S-67721,2024-09,55.0
S-67722,2024-09,48.0
S-67725,2024-09,35.0
S-67726,2024-09,42.0
S-67727,2024-09,89.0
S-67728,2024-09,66.0
S-67729,2024-09,89.0
S-67731,2024-09,39.0
S-67735,2024-09,69.0
S-67740,2024-09,18.82
S-67741,2024-09,55.0
S-67742,2024-09,69.0
S-67743,2024-09,50.52
S-67746,2024-09,15.6
S-67750,2024-09,55.0
S-67753,2024-09,55.0
S-67759,2024-09,78.75
S-67761,2024-09,39.0
S-67762,2024-09,35.0
S-67776,2024-09,70.71
S-67777,2024-09,57.0
S-67778,2024-09,30.0
S-67789,2024-09,69.0
S-67796,2024-09,52.0
S-67798,2024-09,68.49
S-67800,2024-09,42.53
S-67802,2024-09,69.0
S-67803,2024-09,40.41
S-67808,2024-09,89.0
S-67810,2024-09,89.0
S-67817,2024-09,92.6
S-67818,2024-09,89.0
S-67819,2024-09,33.19
S-67825,2024-09,39.0
S-67826,2024-09,45.0
S-67833,2024-09,36.16
S-67834,2024-09,64.4
S-67835,2024-09,50.35
S-67836,2024-09,40.02
S-67840,2024-09,55.0
S-67842,2024-09,82.82
S-67843,2024-09,50.8
S-67844,2024-09,39.0
S-67849,2024-09,49.0
S-67853,2024-09,92.36
S-67854,2024-09,35.0
S-67858,2024-09,33.25
S-67861,2024-09,49.0
S-67865,2024-09,129.0
S-67867,2024-09,39.0
S-67870,2024-09,79.0
S-67871,2024-09,55.0
S-67872,2024-09,57.0
S-67875,2024-09,49.0
S-67879,2024-09,39.0
S-67885,2024-09,69.0
S-67887,2024-09,89.0
S-67889,2024-09,88.47
S-67890,2024-09,35.0
S-67891,2024-09,39.0
S-67892,2024-09,31.0
S-67893,2024-09,40.24
S-67897,2024-09,42.0
S-67898,2024-09,45.14
S-67899,2024-09,49.0
S-67900,2024-09,69.0
S-67901,2024-09,38.47
S-67903,2024-09,73.94
S-67905,2024-09,61.71
S-67906,2024-09,103.63
S-67907,2024-09,4.23
S-67908,2024-09,69.0
S-67910,2024-09,35.0
S-67911,2024-09,35.0
S-67912,2024-09,39.0
S-67914,2024-09,41.0
S-67916,2024-09,64.31
S-67920,2024-09,39.0
S-67921,2024-09,69.0
S-67924,2024-09,33.34
S-67926,2024-09,55.0
S-67927,2024-09,83.45
S-67928,2024-09,89.0
S-67929,2024-09,49.0
S-67934,2024-09,49.0
S-67935,2024-09,69.0
S-67936,2024-09,89.0
S-67937,2024-09,18.43
S-67939,2024-09,42.0
S-67942,2024-09,72.29
S-67944,2024-09,52.0
S-67945,2024-09,35.0
S-67949,2024-09,69.0
S-67950,2024-09,89.0
S-67953,2024-09,69.0
S-67955,2024-09,82.41
S-67957,2024-09,37.0
S-67960,2024-09,49.0
S-67966,2024-09,6.84
S-67972,2024-09,42.0
S-67973,2024-09,69.0
S-67976,2024-09,35.58
S-67982,2024-09,3.67
S-67983,2024-09,55.0
S-67984,2024-09,57.55
S-67985,2024-09,55.0
S-67988,2024-09,79.0
S-67990,2024-09,46.0
S-67991,2024-09,37.9
S-67992,2024-09,42.0
S-67995,2024-09,26.0
S-67997,2024-09,45.0
S-67999,2024-09,48.0
S-68003,2024-09,35.0
S-68005,2024-09,69.0
S-68007,2024-09,52.06
S-68008,2024-09,83.0
S-68011,2024-09,69.0
S-68012,2024-09,69.0
S-68013,2024-09,35.0
S-68035,2024-09,69.0
S-68036,2024-09,79.41
S-68040,2024-09,42.0
S-68041,2024-09,69.0
S-68044,2024-09,41.69
S-68045,2024-09,41.81
S-68046,2024-09,31.0
S-68047,2024-09,68.3
S-68048,2024-09,37.86
S-68049,2024-09,90.38
S-68050,2024-09,70.54
S-68051,2024-09,69.0
S-68055,2024-09,34.0
S-68057,2024-09,56.32
S-68059,2024-09,74.31
S-68060,2024-09,89.0
S-68064,2024-09,35.0
S-68066,2024-09,89.0
S-68067,2024-09,40.75
S-68069,2024-09,42.0
S-68070,2024-09,44.79
S-68071,2024-09,49.0
S-68074,2024-09,35.0
S-68078,2024-09,39.0
S-68079,2024-09,67.72
S-68088,2024-09,79.0
S-68091,2024-09,16.33
S-68092,2024-09,55.0
S-68096,2024-09,63.0
S-68097,2024-09,32.0
S-68099,2024-09,49.0
S-68102,2024-09,55.0
S-68103,2024-09,43.17
S-68104,2024-09,69.0
S-68105,2024-09,20.29
S-68108,2024-09,49.0
S-68109,2024-09,71.87
S-68110,2024-09,35.98
S-68111,2024-09,55.0
S-68112,2024-09,67.15
S-68113,2024-09,69.0
S-68114,2024-09,39.0
S-68116,2024-09,32.93
S-68117,2024-09,34.0
S-68119,2024-09,42.0
S-68120,2024-09,49.0
S-68124,2024-09,42.0
S-68126,2024-09,52.84
S-68127,2024-09,91.84
S-68129,2024-09,55.0
S-68131,2024-09,37.55
S-68132,2024-09,44.11
S-68133,2024-09,69.0
S-68134,2024-09,38.12
S-68135,2024-09,35.0
S-68138,2024-09,72.09
S-68140,2024-09,51.0
S-68142,2024-09,69.0
S-68143,2024-09,55.0
S-68144,2024-09,35.0
S-68147,2024-09,42.0
S-68148,2024-09,49.0
S-68150,2024-09,32.0
S-68151,2024-09,88.14
S-68152,2024-09,57.0
S-68153,2024-09,2.97
S-68154,2024-09,73.32
S-68155,2024-09,35.0
S-68156,2024-09,55.0
S-68157,2024-09,50.7
S-68159,2024-09,55.0
S-68169,2024-09,67.56
S-68172,2024-09,69.0
S-68174,2024-09,79.0
S-68176,2024-09,39.0
S-68180,2024-09,106.24
S-68181,2024-09,48.0
S-68182,2024-09,30.0
S-68183,2024-09,45.0
S-68185,2024-09,91.84
S-68186,2024-09,69.0
S-68187,2024-09,69.0
S-68188,2024-09,42.39
S-68189,2024-09,79.0
S-68192,2024-09,39.0
S-68195,2024-09,32.5
S-68197,2024-09,69.0
S-68198,2024-09,49.0
S-68199,2024-09,55.0
S-68200,2024-09,69.0
S-68201,2024-09,5.2
S-68202,2024-09,55.0
S-68203,2024-09,73.41
S-68206,2024-09,55.0
S-68207,2024-09,55.0
S-68209,2024-09,75.76
S-68210,2024-09,39.0
S-68213,2024-09,89.0
S-68218,2024-09,52.0
S-68219,2024-09,69.0
S-68224,2024-09,45.0
S-68226,2024-09,42.0
S-68231,2024-09,89.0
S-68238,2024-09,68.09
S-68239,2024-09,50.31
S-68242,2024-09,35.0
S-68243,2024-09,73.55
S-68244,2024-09,69.0
S-68245,2024-09,55.0
S-68246,2024-09,41.36
S-68247,2024-09,42.0
S-68248,2024-09,89.0
S-68250,2024-09,60.22
S-68251,2024-09,39.0
S-68254,2024-09,42.0
S-68256,2024-09,69.0
S-68257,2024-09,89.0
S-68259,2024-09,37.55
S-68260,2024-09,84.55
S-68269,2024-09,39.0
S-68275,2024-09,69.0
S-68279,2024-09,69.0
S-68281,2024-09,109.0
S-68282,2024-09,39.0
S-68285,2024-09,95.32
S-68286,2024-09,69.0
S-68287,2024-09,93.13
S-68288,2024-09,31.0
S-68289,2024-09,69.0
S-68290,2024-09,34.03
S-68291,2024-09,37.64
S-68293,2024-09,46.69
S-68294,2024-09,31.0
S-68295,2024-09,42.0
S-68298,2024-09,57.43
S-68300,2024-09,85.69
S-68302,2024-09,42.0
S-68303,2024-09,49.64
S-68304,2024-09,60.95
S-68305,2024-09,69.0
S-68306,2024-09,65.27
S-68308,2024-09,89.0
S-68309,2024-09,55.0
S-68310,2024-09,90.68
S-68312,2024-09,69.0
S-68313,2024-09,45.0
S-68314,2024-09,55.0
S-68319,2024-09,89.0
S-68320,2024-09,34.21
S-68321,2024-09,35.0
S-68322,2024-09,51.0
S-68323,2024-09,89.0
S-68325,2024-09,73.6
S-68329,2024-09,23.83
S-68330,2024-09,54.27
S-68332,2024-09,69.0
S-68340,2024-09,79.0
S-68346,2024-09,88.75
S-68347,2024-09,57.0
S-68348,2024-09,55.0
S-68349,2024-09,55.0
S-68351,2024-09,55.0
S-68354,2024-09,49.0
S-68355,2024-09,49.0
S-68356,2024-09,83.0
S-68357,2024-09,35.0
S-68363,2024-09,55.0
S-68366,2024-09,89.0
S-68373,2024-09,35.0
S-68374,2024-09,66.35
S-68375,2024-09,69.0
S-68376,2024-09,38.67
S-68377,2024-09,44.0
S-68379,2024-09,42.0
S-68384,2024-09,93.69
S-68385,2024-09,39.0
S-68389,2024-09,27.5
S-68390,2024-09,39.0
S-68399,2024-09,35.0
S-68401,2024-09,58.51
S-68405,2024-09,43.68
S-68406,2024-09,69.0
S-68409,2024-09,61.02
S-68415,2024-09,34.83
S-68420,2024-09,49.0
S-68422,2024-09,66.0
S-68426,2024-09,3.5
S-68429,2024-09,39.0
S-68430,2024-09,39.0
S-68433,2024-09,55.0
S-68434,2024-09,55.0
S-68439,2024-09,70.06
S-68441,2024-09,69.0
S-68444,2024-09,18.67
S-68448,2024-09,35.32
S-68449,2024-09,57.0
S-68450,2024-09,49.0
S-68456,2024-09,10.58
S-68458,2024-09,42.0
S-68459,2024-09,55.0
S-68462,2024-09,34.0
S-68464,2024-09,24.7
S-68465,2024-09,45.19
S-68466,2024-09,51.0
S-68468,2024-09,42.0
S-68470,2024-09,49.0
S-68471,2024-09,55.0
S-68474,2024-09,39.0
S-68475,2024-09,55.0
S-68476,2024-09,49.0
S-68477,2024-09,50.58
S-68478,2024-09,55.0
S-68482,2024-09,48.11
S-68483,2024-09,55.0
S-68484,2024-09,39.0
S-68486,2024-09,35.0
S-68488,2024-09,75.65
S-68491,2024-09,73.42
S-68492,2024-09,39.0
S-68493,2024-09,30.4
S-68495,2024-09,89.0
S-68500,2024-09,42.95
S-68501,2024-09,69.0
S-68502,2024-09,46.0
S-68503,2024-09,46.75
S-68506,2024-09,34.69
S-68507,2024-09,67.69
S-68508,2024-09,75.66
S-68509,2024-09,39.0
S-68510,2024-09,79.0
S-68511,2024-09,49.0
S-68512,2024-09,55.0
S-68513,2024-09,93.22
S-68516,2024-09,52.25
S-68518,2024-09,32.54
S-68519,2024-09,55.0
S-68520,2024-09,49.0
S-68521,2024-09,89.0
S-68524,2024-09,48.63
S-68528,2024-09,40.04
S-68532,2024-09,59.07
S-68537,2024-09,89.0
S-68539,2024-09,108.49
S-68544,2024-09,39.0
S-68547,2024-09,62.13
S-68548,2024-09,69.0
S-68549,2024-09,69.0
S-68551,2024-09,55.0
S-68553,2024-09,41.0
S-68554,2024-09,69.0
S-68561,2024-09,35.0
S-68564,2024-09,69.0
S-68565,2024-09,97.31
S-68566,2024-09,88.48
S-68571,2024-09,71.48
S-68573,2024-09,40.35
S-68575,2024-09,68.77
S-68576,2024-09,22.1
S-68580,2024-09,51.0
S-68585,2024-09,69.0
S-68586,2024-09,69.0
S-68587,2024-09,55.0
S-68589,2024-09,42.0
S-68591,2024-09,41.44
S-68592,2024-09,45.32
S-68593,2024-09,42.0
S-68594,2024-09,59.01
S-68600,2024-09,37.75
S-68606,2024-09,49.0
S-68608,2024-09,69.0
S-68611,2024-09,69.0
S-68616,2024-09,44.62
S-68618,2024-09,71.35
S-68619,2024-09,49.0
S-68622,2024-09,55.0
S-68627,2024-09,55.0
S-68628,2024-09,12.27
S-68630,2024-09,69.0
S-68631,2024-09,79.0
S-68632,2024-09,89.0
S-68633,2024-09,69.0
S-68639,2024-09,53.4
S-68644,2024-09,39.0
S-68646,2024-09,55.0
S-68647,2024-09,44.0
S-68648,2024-09,9.2
S-68652,2024-09,55.0
S-68656,2024-09,84.59
S-68658,2024-09,89.0
S-68659,2024-09,47.46
S-68660,2024-09,90.94
S-68664,2024-09,89.0
S-68666,2024-09,69.0
S-68667,2024-09,67.73
S-68668,2024-09,58.98
S-68670,2024-09,79.21
S-68671,2024-09,36.14
S-68672,2024-09,69.0
S-68674,2024-09,69.0
S-68675,2024-09,69.0
S-68676,2024-09,79.0
S-68679,2024-09,66.0
S-68681,2024-09,84.1
S-68683,2024-09,84.75
S-68687,2024-09,42.0
S-68695,2024-09,55.0
S-68700,2024-09,69.0
S-68703,2024-09,87.59
S-68704,2024-09,35.0
S-68705,2024-09,55.0
S-68706,2024-09,7.7
S-68707,2024-09,55.0
S-68709,2024-09,69.0
S-68710,2024-09,69.0
S-68714,2024-09,69.0
S-68717,2024-09,69.0
